simulations, 2025Y, 2026Y, 2027Y, 2028Y, 2029Y, 2030Y, 2031Y, 2032Y, 2033Y, 2034Y, 2035Y, 2036Y, 2037Y, 2038Y, 2039Y, 2040Y, 2041Y, 2042Y, 2043Y, 2044Y, 2045Y, 2046Y, 2047Y, 2048Y, 2049Y, 2050Y, 2051Y, 2052Y, 2053Y, 2054Y, 2055Y, 2056Y, 2057Y, 2058Y, 2059Y, 2060Y
1,1233907.44565175,1128243.37768049,1114382.54790277,1100678.39699871,1087481.60515332,1074570.60459293,1062502.36590911,1051769.3203731,1041988.20224165,1032898.04899078,1024006.57417458,1016302.86085142,1009371.0572898,1003630.58929405,997780.779285874,991340.121779124,985120.707506257,979101.486601487,974287.242754696,969278.383598148,963008.480968601,955818.011758834,947883.828496161,939558.129405864,930547.444053175,921141.097372086,911059.802431131,901072.418766979,892328.362994538,883757.441491425,875359.953382109,866535.409831468,857860.029254827,848726.441261383,840023.925667182,831692.937477813
