simulations, 2025Y, 2026Y, 2027Y, 2028Y, 2029Y, 2030Y, 2031Y, 2032Y, 2033Y, 2034Y, 2035Y, 2036Y, 2037Y, 2038Y, 2039Y, 2040Y, 2041Y, 2042Y, 2043Y, 2044Y, 2045Y, 2046Y, 2047Y, 2048Y, 2049Y, 2050Y, 2051Y, 2052Y, 2053Y, 2054Y, 2055Y, 2056Y, 2057Y, 2058Y, 2059Y, 2060Y
1,3529517.56053701,3611754.62311325,3620107.1657086,3637801.57216669,3654308.18358575,3665891.05094471,3673209.99221633,3677160.94324752,3684403.36166854,3686614.61002134,3683496.04659315,3674400.17169658,3660757.51646336,3652689.49333112,3640554.6774549,3622749.0686728,3599230.78932274,3572662.32763364,3550323.84497855,3525092.43801988,3496497.25105446,3466587.43951179,3436364.0922021,3410008.82248857,3385452.9896075,3360970.90000916,3336390.10965923,3313661.7273286,3300193.35138436,3286788.29306879,3273188.7092139,3260796.35349739,3247151.25615727,3234666.44357474,3219982.77874223,3204152.87022028
