simulations, 2025Y, 2026Y, 2027Y, 2028Y, 2029Y, 2030Y, 2031Y, 2032Y, 2033Y, 2034Y, 2035Y, 2036Y, 2037Y, 2038Y, 2039Y, 2040Y, 2041Y, 2042Y, 2043Y, 2044Y, 2045Y, 2046Y, 2047Y, 2048Y, 2049Y, 2050Y, 2051Y, 2052Y, 2053Y, 2054Y, 2055Y, 2056Y, 2057Y, 2058Y, 2059Y, 2060Y
1,1156336.40973573,1128100.34379604,1114153.23910053,1100491.30319764,1087313.48087245,1074390.41491571,1062398.17823628,1051702.07146739,1041993.80720088,1032896.06990106,1024014.52229483,1016344.27412438,1009457.07684684,1003757.83464318,997866.773133793,991432.520023181,985195.476426191,979194.159986546,974427.222833285,969375.228032769,963063.096609213,955831.594903753,947866.600066771,939511.887659112,930493.994464561,921055.596783062,910931.114172408,900981.762282232,892271.465147987,883709.998722564,875292.48818316,866489.271681756,857784.538194325,848661.369727727,839970.115477062,831651.018270078
