simulations, 2025Y, 2026Y, 2027Y, 2028Y, 2029Y, 2030Y, 2031Y, 2032Y, 2033Y, 2034Y, 2035Y, 2036Y, 2037Y, 2038Y, 2039Y, 2040Y, 2041Y, 2042Y, 2043Y, 2044Y, 2045Y, 2046Y, 2047Y, 2048Y, 2049Y, 2050Y, 2051Y, 2052Y, 2053Y, 2054Y, 2055Y, 2056Y, 2057Y, 2058Y, 2059Y, 2060Y
1,1284609.23370134,1201379.17058113,1203702.3520283,1206471.51357886,1209788.69167821,1213612.10198941,1217742.20416349,1222383.71232918,1228095.5974177,1234230.31593585,1240437.42670849,1246516.99132252,1252471.95741514,1258420.15163356,1263424.30711298,1268077.48029085,1271661.53568082,1274178.99643423,1276563.6388752,1277415.13569119,1276755.58662141,1275110.61586928,1272352.09559579,1270143.29266195,1267141.40780049,1262393.42524195,1256461.11376514,1250495.70483801,1246104.212776,1241168.68418342,1235166.63211412,1228635.7139994,1222277.93733797,1216504.89032557,1210835.73523895,1205073.75402084
