simulations, 2025Y, 2026Y, 2027Y, 2028Y, 2029Y, 2030Y, 2031Y, 2032Y, 2033Y, 2034Y, 2035Y, 2036Y, 2037Y, 2038Y, 2039Y, 2040Y, 2041Y, 2042Y, 2043Y, 2044Y, 2045Y, 2046Y, 2047Y, 2048Y, 2049Y, 2050Y, 2051Y, 2052Y, 2053Y, 2054Y, 2055Y, 2056Y, 2057Y, 2058Y, 2059Y, 2060Y
1,912688.130197658,920750.17837277,912728.526922935,909149.444589351,904559.768597438,898229.56605821,890333.425468321,882309.781172033,878618.243264166,873608.375511174,867196.211100276,859308.004871781,851676.393546036,847671.148246597,842770.763667819,836395.942833041,828892.990248394,820996.522861347,815559.247092592,809504.533789254,802034.274182851,793700.61979188,785437.037672547,778219.620119349,770675.3964223,762423.067680759,753923.405046603,745584.900559186,737978.712480137,730182.25174138,722394.877645199,714460.020270897,706590.126202879,698529.554359387,690649.556307308,682876.241965496
